"ID_BB_GLOBAL","FIELD","VALUE","SOURCE","TSTAMP"
"BBG001RWX6V3","CPN","3.850000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKG439","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKG439","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKGTL4","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKGTL4","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKHLG6","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG001VKHLG6","CPN","4.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001W9ZF28","NAME","CIA TRANSPORTE ENERGIA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001W9ZF28","CPN","9.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WKJXJ4","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WKJXJ4","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WPZCC8","NAME","BANCO DE CRED E INVER","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WPZCC8","CPN","3.200000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WQ2LX9","NAME","BANCO DE CRED E INVER","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WQ2LX9","CPN","3.200000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WQXL92","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG001WQXL92","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001XG72W8","NAME","SMU SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001XG72W8","CPN","4.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001XJQ6P0","NAME","EMBOTELLADORA ANDINA SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001XJQ6P0","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y05M23","NAME","BANCO BICE","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y05M23","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y090Q1","NAME","SALFACORP","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y090Q1","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0BNH8","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0BNH8","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0CKJ1","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0CKJ1","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0CXZ5","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y0CXZ5","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y22ZS5","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y22ZS5","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3P7D6","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3P7D6","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3Q175","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3Q175","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3QD06","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3QD06","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3R7V4","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3R7V4","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3SHV1","NAME","CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y3SHV1","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y5XVK1","NAME","CIA TRANSPORTE ENERGIA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001Y5XVK1","CPN","9.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCRPX2","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCRPX2","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCSJ01","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCSJ01","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCYH17","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YCYH17","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YHSHZ6","NAME","LA CONSTRUCCION SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YHSHZ6","CPN","3.600000","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YHSJW5","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG001YHSJW5","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00212V8R8","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00212V8R8","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00215F5S4","NAME","PLAZA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00215F5S4","CPN","3.850000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0021SXXJ3","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0021SXXJ3","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024FPD65","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024FPD65","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024FS3Q2","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024FS3Q2","CPN","4.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024LFGT1","NAME","BANCO SANTANDER CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024LFGT1","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024QX6D9","NAME","PETROLEOS MEXICANOS","corp_pdf.diff",2021-05-12 14:33:15
"BBG0024QX6D9","CPN","3.550000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00253L3D9","NAME","HSBC CON AUTOPISTAS SE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00253L3D9","CPN","6.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025WS4H2","NAME","EMPRESAS COPEC SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025WS4H2","CPN","3.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025WVH98","NAME","BANCO FALABELLA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025WVH98","CPN","3.850000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025X09P0","NAME","LQ INVERSIONES FINANCIER","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025X09P0","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025X11P6","NAME","SOC AUSTRAL DE ELECT SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0025X11P6","CPN","3.600000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSS25","NAME","ATRIUM CDO","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSS25","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSVZ2","NAME","ATRIUM CDO","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSVZ2","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSYD0","NAME","ATRIUM CDO","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSYD0","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSZ47","NAME","ATRIUM CDO","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DSZ47","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DZQG6","NAME","CORP ANDINA DE FOMENTO","corp_pdf.diff",2021-05-12 14:33:15
"BBG0027DZQG6","CPN","3.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0029SKQ95","NAME","FLATIRON CLO 2011-1 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG0029SKQ95","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG0029SRH70","NAME","FLATIRON CLO 2011-1 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG0029SRH70","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG002BCJ9B4","NAME","CAMPOS NOVOS ENERG SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG002BCJ9B4","CPN","3.370000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DJLXC0","NAME","GRUPO BIMBO SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DJLXC0","CPN","4.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DVD0M3","NAME","EMPRESA DE TRANSPORTE ME","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DVD0M3","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DWVVF1","NAME","GRUPO BIMBO SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG002DWVVF1","CPN","4.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002G8TWM4","NAME","URBI DESARROLLOS URBANOS","corp_pdf.diff",2021-05-12 14:33:15
"BBG002G8TWM4","CPN","9.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GD6896","NAME","AGUAS ANDINAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GD6896","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GDCBF5","NAME","URBI DESARROLLOS URBANOS","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GDCBF5","CPN","9.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GHCST4","NAME","AGROSUPER SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG002GHCST4","CPN","3.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002R0KMM0","NAME","QUINENCO S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG002R0KMM0","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002R2Y1V7","NAME","EMPRESAS RED SALUD","corp_pdf.diff",2021-05-12 14:33:15
"BBG002R2Y1V7","CPN","4.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002RRBDW0","NAME","CORPORACION GEO SA DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG002RRBDW0","CPN","8.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002RWQ774","NAME","CORPORACION GEO SA DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG002RWQ774","CPN","8.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG002W5G5Y2","NAME","SOC QUIMICA Y MINERA DE","corp_pdf.diff",2021-05-12 14:33:15
"BBG002W5G5Y2","CPN","3.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0032LNQV7","NAME","BANCO DE CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0032LNQV7","CPN","3.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00356BZJ4","NAME","INBURSA PINFRA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00356BZJ4","CPN","5.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0035PY3H0","NAME","SOCIETE GENERALE","corp_pdf.diff",2021-05-12 14:33:15
"BBG0035PY3H0","CPN","N.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG0036K6611","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0036K6611","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0036K6B74","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0036K6B74","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003819K26","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG003819K26","CPN",".372000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381CB77","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381CB77","CPN",".332000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381CNX2","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381CNX2","CPN",".172000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381D4N4","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381D4N4","CPN",".252000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381D748","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381D748","CPN",".302000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381DG57","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381DG57","CPN",".212000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381V8V6","NAME","CORP AZUCARERA DEL PERU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381V8V6","CPN","6.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381VCF5","NAME","CORP AZUCARERA DEL PERU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00381VCF5","CPN","6.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DQJ1","NAME","PREFERRED TERM SECS VIII","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DQJ1","CPN","2.095130","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DRF3","NAME","PREFERRED TERM SECS VIII","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DRF3","CPN","1.095130","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DTF9","NAME","PREFERRED TERM SECS VIII","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DTF9","CPN","2.095130","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DXX0","NAME","PREFERRED TERM SECS VIII","corp_pdf.diff",2021-05-12 14:33:15
"BBG00385DXX0","CPN","2.095130","corp_pdf.diff",2021-05-12 14:33:15
"BBG0039G6ZS4","NAME","PREFERRED TERM SECS LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG0039G6ZS4","CPN","9.740000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003BCRMV2","NAME","MAIDEN HOLDING LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG003BCRMV2","CPN","8.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003BPVX26","NAME","CENT CLO LP","corp_pdf.diff",2021-05-12 14:33:15
"BBG003BPVX26","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG003D08RK8","NAME","RED CARRETERAS OCCIDE","corp_pdf.diff",2021-05-12 14:33:15
"BBG003D08RK8","CPN","5.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003FWFTG9","NAME","CIA SANEAMENTO TOCANTINS","corp_pdf.diff",2021-05-12 14:33:15
"BBG003FWFTG9","CPN","3.670000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003GM95Z8","NAME","STREETERVILLE ABS CDO LT","corp_pdf.diff",2021-05-12 14:33:15
"BBG003GM95Z8","CPN",".176380","corp_pdf.diff",2021-05-12 14:33:15
"BBG003GM9C83","NAME","STREETERVILLE ABS CDO LT","corp_pdf.diff",2021-05-12 14:33:15
"BBG003GM9C83","CPN",".176380","corp_pdf.diff",2021-05-12 14:33:15
"BBG003J5VSK3","NAME","ROTA DAS BANDEIRAS","corp_pdf.diff",2021-05-12 14:33:15
"BBG003J5VSK3","CPN","N.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG003L6TWQ6","NAME","FOZ CENTRO NORTE INVEST","corp_pdf.diff",2021-05-12 14:33:15
"BBG003L6TWQ6","CPN","3.670000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003L6WB79","NAME","ARAUCARIA SANEAMENTO SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003L6WB79","CPN","N.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG003LP0S57","NAME","CON MAYAB DEUTSCHE BANK","corp_pdf.diff",2021-05-12 14:33:15
"BBG003LP0S57","CPN","5.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003M3Q4B3","NAME","H2OLMOS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003M3Q4B3","CPN","4.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003MJ82D0","NAME","INVEX-ESTADO DE VERACRUZ","corp_pdf.diff",2021-05-12 14:33:15
"BBG003MJ82D0","CPN","5.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003NS5KD2","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003NS5KD2","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003P4QD00","NAME","PETROLEOS MEXICANOS","corp_pdf.diff",2021-05-12 14:33:15
"BBG003P4QD00","CPN","3.020000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003P9YW08","NAME","EMPRESA DE LOS FERROCARR","corp_pdf.diff",2021-05-12 14:33:15
"BBG003P9YW08","CPN","3.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003PGQ234","NAME","SCOTIABANK PERU SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003PGQ234","CPN","4.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QBQSM6","NAME","BANVIDA SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QBQSM6","CPN","4.100000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QDM7F0","NAME","PRINCESS JULIANA INTL","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QDM7F0","CPN","5.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QDSZT7","NAME","PRINCESS JULIANA INTL","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QDSZT7","CPN","5.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QPN0Y6","NAME","SODIMAC S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QPN0Y6","CPN","3.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGJ44","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGJ44","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGRQ2","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGRQ2","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGXV3","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG003QQGXV3","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003S44XS7","NAME","AUTOMOTORES GILDEMEISTER","corp_pdf.diff",2021-05-12 14:33:15
"BBG003S44XS7","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TLW5R9","NAME","AUTOMOTORES GILDEMEISTER","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TLW5R9","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TQJL70","NAME","SIEM OFFSHORE INC","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TQJL70","CPN","4.115000","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TY5ZJ4","NAME","SYMPHONY CLO XI LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TY5ZJ4","CPN",".176380","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TY6297","NAME","SYMPHONY CLO XI LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG003TY6297","CPN",".176380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00424HR11","NAME","EMPRESA NACIONAL DE PETR","corp_pdf.diff",2021-05-12 14:33:15
"BBG00424HR11","CPN","3.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042VTHM7","NAME","MASISA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042VTHM7","CPN","5.300000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042YQKQ3","NAME","CORP GROUP BANKING SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042YQKQ3","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042YWNZ0","NAME","CORP GROUP BANKING SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0042YWNZ0","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0043Q7F45","NAME","BANCO DE CRED E INVER","corp_pdf.diff",2021-05-12 14:33:15
"BBG0043Q7F45","CPN","2.600000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0044FKQR4","NAME","AGUAS ANDINAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG0044FKQR4","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG0046LZXF1","NAME","COSN AUTO MTY SAL INVEX","corp_pdf.diff",2021-05-12 14:33:15
"BBG0046LZXF1","CPN","5.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CF4LB1","NAME","AES EL SALVADOR TRUST II","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CF4LB1","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CF4NT8","NAME","AES EL SALVADOR TRUST II","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CF4NT8","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CH76T8","NAME","CIA ELECTRO METALURGICA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004CH76T8","CPN","4.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004D5QQ09","NAME","PROMOTORA CASAS","corp_pdf.diff",2021-05-12 14:33:15
"BBG004D5QQ09","CPN","8.785000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DH0XQ8","NAME","EMPRESA DE LOS FERROCARR","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DH0XQ8","CPN","3.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DLFMQ7","NAME","CONSORCIO FINANCIERO SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DLFMQ7","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DZQFM3","NAME","OAS FINANCE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004DZQFM3","CPN","8.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FCGJP2","NAME","AGUAS ANDINAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FCGJP2","CPN","3.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FG3ZC5","NAME","ATLANTICA TENDER DRILLIN","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FG3ZC5","CPN","12.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FPZBY9","NAME","OCP CLO 2013-3 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FPZBY9","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FQ0T85","NAME","OCP CLO 2013-3 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FQ0T85","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FQ0WC3","NAME","OCP CLO 2013-3 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FQ0WC3","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FRX6Z7","NAME","AMERICA MOVIL SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FRX6Z7","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FZX4M8","NAME","OAS FINANCE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004FZX4M8","CPN","8.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004H88V17","NAME","ALLIANCE OIL CO LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004H88V17","CPN","8.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004H8WKZ7","NAME","ALLIANCE OIL CO LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004H8WKZ7","CPN","8.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HK5NF6","NAME","TRANSELEC SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HK5NF6","CPN","3.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HL0MR8","NAME","BANMEDICA SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HL0MR8","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HL3486","NAME","BANMEDICA SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004HL3486","CPN","3.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JKD957","NAME","SCOTIABANK CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JKD957","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JKJ6D8","NAME","CIA GENERAL ELECTRICIDAD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JKJ6D8","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JLLPN0","NAME","BANCO SECURITY","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JLLPN0","CPN","3.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JLNHM7","NAME","BANCO SECURITY","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JLNHM7","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JPRR79","NAME","PLAZA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004JPRR79","CPN","3.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004LMT711","NAME","RENAISSANCERE HOLDINGS L","corp_pdf.diff",2021-05-12 14:33:15
"BBG004LMT711","CPN","5.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004LYVDP3","NAME","POLARCUS LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004LYVDP3","CPN","5.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MCQW74","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MCQW74","CPN","-.178000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MCTVY3","NAME","EFSF","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MCTVY3","CPN","-.188000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MKDDF3","NAME","MAS A330 CAYMAN I LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MKDDF3","CPN","2.312000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MKDFR5","NAME","MAS A330 CAYMAN I LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG004MKDFR5","CPN","2.312000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004N1DP67","NAME","VESPUCIO NORTE EXPRESS","corp_pdf.diff",2021-05-12 14:33:15
"BBG004N1DP67","CPN","5.300000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004NRLZY8","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004NRLZY8","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG004NRMQD0","NAME","ITAU CORPBANCA","corp_pdf.diff",2021-05-12 14:33:15
"BBG004NRMQD0","CPN","4.000000","corp_pdf.diff",2021-05-12 14:33:15
